Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Name,1TT,2TT,3TT,4TT,1PE,2PE,3PE,4PE,1OR,2OR,3OR,1LG,2LG,3LG,4LG,2LE,3LE,4LE,1LA,2LA,3LA,4LA,2GE,3GE,4GE,1EU,2EU,3EU,4EU,2BE,3BE,4BE
Class,TT,TT,TT,TT,PE,PE,PE,PE,OR,OR,OR,LG,LG,LG,LG,LE,LE,LE,LA,LA,LA,LA,GE,GE,GE,EU,EU,EU,EU,BE,BE,BE
 6.39043 - 6.41043,13.9484,-3.19724,-3.5724,-0.655689,1.1796,-11.7995,3.55764,-4.63585,4.65602,8.19454,1.3923,-1.32142,-3.896,0.606237,-0.634041,3.96759,2.86669,-17.9037,8.20487,10.4855,16.3916,11.5621,-3.28501,-2.88365,-5.71865,4.24877,0.607835,2.75601,2.68294,10.462,1.79669,2.46643
 6.37043 - 6.39043,15.332,0.802567,21.2769,13.8998,4.01884,-4.75801,6.21935,2.92149,56.2891,68.7166,33.3176,3.07676,-3.70219,-1.17122,4.24478,23.548,25.0416,25.6767,11.244,10.1517,41.4291,16.8871,14.4582,-1.05167,1.85975,14.8827,17.3684,18.6826,10.506,14.7055,7.54985,21.5628
 6.35043 - 6.37043,9.81409,2.2405,21.0387,17.5681,6.63468,-3.35843,7.68522,2.0664,57.503,67.9961,36.5736,2.16753,-2.53014,5.14886,5.31711,22.2224,29.1261,46.7758,18.9821,14.3564,51.225,24.6614,-5.49652,-1.97014,3.66396,15.1325,16.0479,20.6641,12.2417,13.8242,6.49551,23.6394
 6.33043 - 6.35043,3.92887,-0.626182,-4.36938,-0.0698074,0.903592,-4.74693,4.57139,-3.98999,4.613,11.8226,2.73469,-1.02645,-3.3389,25.4785,-0.714089,3.36528,0.535508,4.24424,12.0587,9.71395,15.7992,15.3096,-3.56062,-2.22131,-5.19137,1.95131,-0.922434,1.3611,2.64321,6.05454,0.589042,-1.83432
 6.31043 - 6.33043,3.62844,2.54571,22.389,16.1607,5.57315,-1.77673,8.26527,1.68166,59.0115,75.9213,33.4362,2.13791,-0.0848269,5.94431,5.63624,22.8051,26.4803,63.8339,13.7924,8.01021,43.0908,16.064,-2.59305,-2.63123,3.39796,15.0252,18.0374,19.1268,10.8954,19.3356,4.96659,21.9069
 6.29043 - 6.31043,5.32986,-0.110492,-2.77567,-1.78882,1.01666,-7.67757,3.65235,-7.29843,-2.75215,3.8595,-0.556395,-3.42789,-0.917766,9.62392,-0.419768,-0.596245,-1.76046,21.9393,6.26003,4.87622,8.52645,12.6408,-3.68388,-2.18212,-4.93765,1.04167,-2.14827,0.73067,0.475953,5.04949,0.578625,-2.27509
 6.27043 - 6.29043,16.8918,-0.974514,10.3521,3.36247,-0.0507707,-9.28323,0.62754,-8.2884,-5.22694,-0.770984,-5.09764,-3.25017,-2.7545,33.9548,-3.8324,4.9593,-5.46699,22.3884,-0.321182,1.45356,-2.38711,1.26721,-0.624106,-0.966771,-5.98246,-1.01951,-5.61657,-1.17483,0.0341869,8.97241,-0.466323,0.552953
 6.25043 - 6.27043,14.656,0.249386,12.0529,0.437133,-0.331258,-7.25989,0.357165,-5.44787,-6.10261,-4.17773,-4.32375,-0.748988,-2.08754,5.98333,-4.66594,-2.14105,-8.53341,18.9502,-1.5413,0.558219,-2.28835,0.703125,-1.40927,-2.35618,-5.84683,-0.393907,-3.35047,-2.69659,0.31058,-4.17117,-1.03803,-5.50803
 6.23043 - 6.25043,-0.431273,-2.41404,-2.79163,-1.51857,-1.13756,-8.17457,-3.18873,-6.39573,-8.88355,-5.7571,-3.06576,-3.03434,-1.24078,0.139618,-0.215092,-0.761618,-3.38241,-8.05225,-0.231758,1.62635,-6.23622,1.09104,-0.79638,-1.28262,-4.07022,-0.116403,-4.86088,-3.85456,1.01316,5.42381,-0.673426,-2.54305
 6.21043 - 6.23043,19.3868,2.13919,-2.78479,-2.44146,-1.63196,-7.52935,-0.834099,-8.19677,-8.093,-6.27678,-3.34142,-1.82535,-0.427583,1.09781,0.954437,-2.24346,-3.91109,-25.3324,-0.234199,1.09071,-2.45816,3.28965,-3.80418,-2.07466,-5.43975,0.133354,-2.38485,-0.108367,1.53369,2.06335,-0.478397,-4.73978
 6.19043 - 6.21043,0.504113,0.644024,-2.55072,-3.26036,-1.81277,-7.66983,-3.48524,-6.41667,-2.72573,4.15382,-5.22528,-0.276447,-1.06865,4.92967,-0.974668,-3.0958,-4.88156,-40.5139,0.131525,-0.7743,-0.395229,3.27639,3.54062,-2.63253,-0.877123,-0.162506,-3.58626,1.38063,0.764368,2.2386,-0.543762,-4.08315
 6.17043 - 6.19043,0.541674,0.0721465,-2.45202,-1.62418,-1.42938,-10.141,-3.89831,-6.41259,-5.29593,-3.45272,-2.04192,-0.232627,1.31636,28.767,-0.877832,-2.40624,-4.25088,-30.7311,0.663488,1.55654,-4.71238,5.30531,-4.98715,-3.18828,-3.16559,0.837606,-3.78637,1.31657,2.77852,0.921321,-0.390662,-4.9958
 6.15043 - 6.17043,17.5102,4.64652,40.095,22.6087,-1.59652,-7.56732,-1.87915,-7.40013,7.05982,8.49573,4.68019,4.87188,3.90514,19.8973,2.71319,7.33499,0.0979467,12.0816,2.177,0.261812,-0.298082,8.36699,-0.700027,-3.09266,-2.51029,8.34132,28.1679,10.0419,13.5006,2.91487,1.545,1.02476
 6.13043 - 6.15043,21.2931,2.69304,32.3049,12.6268,-1.08808,-7.66631,-1.52715,-6.50992,3.07553,4.23477,0.187792,0.931461,2.355,36.834,5.10987,4.7448,-1.79123,16.1193,1.73673,2.31359,0.894901,10.2961,-0.427064,-3.11157,-0.301368,4.10141,10.4818,3.98836,5.97003,4.94085,0.173656,-0.310353
 6.11043 - 6.13043,26.5424,5.20961,61.9423,31.2765,-1.87992,-8.25756,-2.12109,-3.03734,11.2351,19.2755,7.06643,3.80263,0.814846,35.6337,4.83557,8.20724,1.01973,41.2016,-1.37343,-0.0565331,-8.15387,13.1119,-0.197222,-4.74559,0.368733,11.8365,38.6776,13.3117,17.6056,3.69068,0.536626,1.60629
 6.09043 - 6.11043,1.57899,-0.246823,-3.1241,0.0260296,0.778437,-9.1619,-5.27147,-4.20811,-5.73116,-1.28288,-0.749942,-2.76164,-5.00334,19.0349,-4.46985,0.586443,-2.62055,16.5304,-6.04163,-3.73417,-5.61587,4.72643,-2.91151,-3.09072,-0.163824,0.596539,-0.0949686,1.53248,0.478062,3.57779,-0.734344,-3.57488
 6.07043 - 6.09043,-0.624341,-1.4046,-5.43998,-2.10471,-0.928911,-7.28384,-2.58018,-2.20724,-10.7877,-4.13806,-3.33463,-2.37413,-3.62402,20.046,-2.09146,-2.03878,-6.59888,11.1584,-5.53088,-2.0776,-8.71053,10.0127,-0.726571,-5.38314,-1.08108,0.0532687,-3.24147,0.856363,1.6762,4.04812,-0.590886,-12.1738
 6.05043 - 6.07043,4.11087,0.360102,-2.66396,-2.64401,-2.75687,-5.17434,-3.79991,-4.41821,-7.64785,-2.72501,-5.14887,-2.00489,-4.32577,10.6166,-0.498504,-1.45687,-6.88613,2.76724,-7.14153,-1.76237,-14.5873,12.6923,-4.39409,-5.17772,-6.13154,-0.363012,-1.89521,-0.224402,0.621102,1.46721,-1.91944,-12.2381
 6.03043 - 6.05043,-0.0553485,-0.0821705,-1.82034,-3.24365,-1.63461,-8.49181,-3.73093,-3.84868,-4.34781,-5.24273,-2.09101,-0.763071,-3.11794,14.7277,0.665684,-2.01528,-4.54373,-13.8149,2.78734,2.07296,-2.51494,30.4369,-1.51376,-5.6978,-6.79633,-0.428314,-3.14745,-0.672916,1.12385,19.4902,-0.845785,-1.24623
 6.01043 - 6.03043,2.99822,12.3365,-3.26109,-2.37554,-2.96733,-7.80529,-2.02411,-4.11142,-7.53532,-3.75269,-4.26742,1.63121,-2.64543,16.7909,2.60532,-1.58347,-5.25545,-25.0315,130.903,68.6474,536.129,451.962,2.10166,-4.8761,-4.78641,-0.300572,-1.1659,-1.54688,1.00887,651.657,0.311745,703.976
 5.99043 - 6.01043,1.24797,3.7788,-1.62857,-2.65635,-3.29978,-7.89911,-3.62571,-2.60356,-7.46804,-3.20452,-2.65986,5.05734,0.0710746,8.27742,3.26675,-2.24184,-5.45952,-28.6319,46.7377,14.035,279.341,117.394,-3.14547,-5.49917,-3.88843,-0.0229905,0.546452,-3.77708,1.31513,244.511,-2.44735,279.438
 5.97043 - 5.99043,4.92396,15.3403,5.3902,0.456466,-3.40581,-7.58645,-3.10469,-2.42729,-4.91993,-2.22774,-2.32598,8.47605,5.89107,9.3372,6.00023,-0.666163,-3.82883,-19.5485,183.728,95.0127,816.353,568.299,2.34004,-3.34647,6.37053,-0.0572171,-1.20353,-1.90881,1.09764,891.829,1.96688,988.689
 5.95043 - 5.97043,10.0743,34.0691,-3.62297,-0.612854,-3.5697,-7.68928,0.676365,-2.99424,3.06607,4.70761,-0.424464,17.3511,11.1255,36.7539,16.5234,0.538131,5.85338,-11.6663,664.228,460.585,1649.47,1207.86,20.5841,61.6959,174.212,1.38722,0.167076,2.73503,2.71859,1179.22,6.87782,1340.18
 5.93043 - 5.95043,8.14862,4.46772,-1.3069,-1.07764,-2.9477,-8.16397,-0.850879,-5.07655,2.48986,3.47915,-4.96202,21.4942,20.0917,30.2562,17.7518,-0.604459,-5.16299,4.3033,174.76,65.0292,484.688,192.325,3.55817,9.76828,116.007,0.0689602,-1.35788,0.4608,1.99043,312.895,-0.111158,433.606
 5.91043 - 5.93043,19.6115,39.0458,-2.7562,-2.36236,-0.44817,-6.85028,4.01986,-3.01783,17.1308,15.8404,0.642821,64.4518,59.5257,107.641,49.476,1.35529,8.29895,21.3694,827.635,522.999,2017.66,1350.64,23.8666,82.9581,286.499,2.68382,0.692016,2.28198,2.03198,1370.62,23.5476,1635.67
 5.89043 - 5.91043,31.4818,28.0088,1.19263,1.19527,-1.90115,-5.75793,0.398653,-3.80699,27,18.1055,5.05747,1114.03,931.813,1874.4,832.15,28.6691,11.2375,111.895,697.793,472.32,1274.14,821.657,25.8813,106.136,331.875,1.52931,1.68844,0.0911171,2.99424,497.737,88.0592,642.635
 5.87043 - 5.89043,20.9137,5.29976,0.399385,1.52237,-0.209371,-5.66368,2.42006,-4.81688,8.52753,4.82407,-1.38959,1150.61,921.534,2896.88,869.669,25.5472,0.0383354,120.105,114.611,61.3337,241.972,107.855,6.12293,24.202,84.3525,1.86792,0.234161,0.33317,2.36515,122.321,76.8964,166.038
 5.85043 - 5.87043,20.215,28.2931,2.45593,1.87138,0.542198,-2.71943,3.15835,-3.32432,27.9586,21.516,3.09167,1257.02,988.243,3572.04,1012.27,20.764,9.91159,115.822,737.209,489.287,1290.35,837.419,23.8301,109.777,355.573,3.65284,4.62151,2.8349,4.68273,466.133,57.0477,604.781
 5.83043 - 5.85043,18.9583,2.81552,0.020376,1.26526,12.0686,15.2503,11.1668,11.1609,-1.74753,-4.08049,-2.72337,55.8205,37.0543,269.179,51.9804,1.42351,0.0495553,-10.8747,49.1579,20.3346,116.848,27.1544,1.66043,9.25207,29.7897,3.06002,1.91782,1.61013,2.25458,18.324,11.8268,66.6968
 5.81043 - 5.83043,21.1942,3.50681,-6.0685,-3.01589,-0.528238,-6.31679,4.36119,-2.59005,-0.213717,-2.58135,-2.19265,16.3269,5.04737,49.6211,18.9493,-1.56597,2.05928,-28.3381,16.7034,6.89914,53.5327,10.3829,0.400658,2.80544,3.5777,1.51505,1.04744,2.624,3.87752,2.01549,1.55087,21.3079
 5.79043 - 5.81043,23.0526,3.41551,9.23896,5.32773,0.870943,-7.22223,-0.815702,-4.07322,5.52243,-3.17894,-1.3247,13.8742,4.40804,28.528,22.6319,1.94143,-0.16412,-24.6032,10.9085,2.99023,49.2105,9.76511,-0.294845,-0.296917,0.64667,13.1032,10.0947,20.9795,13.0349,-3.75202,1.60533,18.0614
 5.77043 - 5.79043,18.0602,2.63167,6.92224,0.482212,-1.90793,-7.77709,0.0726944,-2.94436,12.8252,-0.842444,-0.842654,2.89744,-0.846861,9.84699,11.9416,0.255202,3.08017,-9.77024,4.96657,-1.58802,21.9151,4.25364,-1.14786,-1.14361,-0.798859,6.3126,7.65112,12.4048,8.68358,1.13336,1.92649,13.3792
 5.75043 - 5.77043,46.5023,11.0662,84.9847,41.1886,-1.00334,-8.99012,3.07408,-1.17576,11.7372,11.7595,6.7135,9.2241,1.68581,11.575,10.3561,8.05145,6.5312,20.0893,11.8172,2.40016,35.4587,19.5637,1.96011,-0.804039,-2.50322,43.2657,67.3795,76.9702,44.4196,3.81327,3.29959,17.181
 5.73043 - 5.75043,26.9015,5.66167,34.9954,14.2264,-2.03204,-7.77376,3.12999,-1.52529,27.048,15.1284,3.31513,-0.429552,-3.53921,8.40749,1.83455,5.74743,10.278,23.6745,9.06244,3.5023,36.4576,16.7125,-1.38157,-4.02277,-2.02491,10.9217,26.2351,15.9171,15.4783,1.25509,5.31881,22.2124
 5.71043 - 5.73043,47.5452,13.0068,83.7687,42.3597,-0.33528,-8.47927,4.6826,-0.899449,24.0044,12.6716,5.52306,-0.0142876,0.920999,5.53864,5.39402,8.61383,13.0355,29.3846,9.02368,2.81569,23.2439,14.2252,1.36097,-3.19509,-3.06324,35.7245,68.8683,60.365,39.1542,13.6588,5.59279,20.9402
 5.69043 - 5.71043,44.8044,7.64022,38.7914,14.4286,-1.66469,-8.02093,3.29802,-0.794308,16.7831,3.79903,-2.63009,8.82064,7.16587,28.3481,4.80789,2.50489,11.5373,17.0832,10.5864,3.43281,21.7612,13.0432,-0.483372,-1.61853,-4.50563,16.5061,26.2795,41.3676,17.256,9.17748,7.03703,14.9228
 5.67043 - 5.69043,70.8767,10.6423,46.3251,26.4549,-2.39883,-8.92511,0.87389,-1.39264,17.3276,4.15036,-0.421162,7.52271,1.90389,10.1371,2.83164,4.28245,15.6687,12.7081,9.4797,-0.596114,21.4783,4.81099,0.693938,-1.56275,-2.04166,18.5329,25.4266,38.1058,16.9759,10.5623,9.92034,15.0215
 5.65043 - 5.67043,171.749,5.3877,69.2626,15.0579,-0.860425,-8.84732,-0.432465,-1.34624,43.0045,32.1655,12.8898,2.9801,-2.09458,8.64108,2.20923,9.75458,30.2115,11.677,13.2051,3.55767,26.7307,13.7097,0.027475,-2.82457,3.92593,3.15103,4.28665,4.00522,4.00485,18.9961,9.87796,22.3735
 5.63043 - 5.65043,165.383,23.1735,126.754,75.3946,-1.49682,-9.65934,-0.0979446,-0.874459,52.5263,44.5961,11.0627,2.57609,-0.170245,12.4434,4.51036,7.01103,18.6688,0.175932,11.9415,0.686118,19.1341,7.12193,2.28829,-3.88781,-0.166496,2.11596,13.8481,-0.222066,3.8152,7.41719,8.15783,18.1231
 5.61043 - 5.63043,423.327,78.8677,660.427,359.794,-0.212492,-10.4491,0.979581,3.74753,18.4047,6.05832,-4.16566,6.28886,3.38125,31.255,7.20488,1.57499,4.67543,-23.9511,11.8464,1.64082,8.05594,4.87537,2.67345,-5.40675,-4.28058,6.13303,45.9682,3.54403,6.54597,14.6824,7.74449,10.0227
 5.59043 - 5.61043,590.573,101.336,949.784,491.808,2.14333,-10.9563,0.487724,7.73496,-1.36862,-7.70747,-1.86541,10.5878,7.36594,37.2079,10.5647,-2.71006,-7.86353,-27.8621,20.3983,6.27383,16.0758,12.3228,4.13416,-6.03876,-5.24347,7.56469,60.5309,7.51937,9.72651,14.4861,3.68809,8.27359
 5.57043 - 5.59043,583.391,88.2324,976.702,495.044,0.9197,-10.0277,-0.104084,8.21474,11.8412,-2.15806,1.33975,3.35305,1.08118,19.8546,2.92828,1.72488,3.28943,-14.3547,15.3627,0.747748,7.09593,5.8239,2.8762,-6.8546,-3.5506,9.29379,60.8487,11.6189,11.2673,1.97381,2.57555,5.92769
 5.55043 - 5.57043,290.978,28.3889,337.247,159.949,-0.91592,-11.8597,-0.908282,2.99064,1.61752,-1.51294,9.3262,8.67641,3.47669,68.0405,7.58007,-0.309627,-6.29507,-12.0703,9.458,5.10717,27.5976,12.3255,4.5642,-8.15497,0.345093,2.06316,24.6836,-1.23809,3.37344,6.20828,0.156247,1.58336
 5.53043 - 5.55043,106.417,5.06721,42.0652,13.2798,-1.6494,-7.19669,-1.44511,-2.50601,0.628253,-5.79243,7.41604,4.31351,1.39617,34.5017,6.75558,3.39982,-7.46533,11.7383,2.54515,2.16664,23.8399,9.29279,1.23143,-9.03628,5.9267,-2.46407,6.03741,-3.14005,0.958214,-1.31335,-0.754293,-4.49518
 5.51043 - 5.53043,75.5508,3.83383,16.7484,2.28586,1.23124,-6.80513,4.61785,2.54664,-1.04142,-1.26844,4.88849,-0.224101,-0.557646,9.86047,4.35985,-1.23602,-9.9676,14.2152,4.95993,0.709681,5.08449,7.36373,4.64291,-9.57272,10.5617,-1.72256,3.59514,-3.0742,2.41616,3.30443,2.16738,-2.21966
 5.49043 - 5.51043,90.9688,4.60715,14.6353,3.99786,-1.64731,-7.41083,0.694035,-4.03691,8.7444,4.73113,0.644162,6.31657,2.95426,10.8359,8.44855,6.94635,-2.3687,3.06963,9.95698,5.34662,11.7669,16.002,1.08188,-8.12031,2.65193,0.938215,0.304272,-0.226231,3.41659,13.7281,1.26934,2.69351
 5.47043 - 5.49043,147.223,9.39098,79.4338,32.6351,-0.344076,-4.67113,1.03753,-2.6663,14.716,2.89813,-5.43588,11.949,6.16758,24.334,10.3303,13.8238,-2.81903,4.60085,3.96062,-0.00416099,7.19974,12.577,7.35584,-9.69579,-5.19802,5.30675,1.03718,4.63081,8.70409,11.7325,4.54458,-0.787064
 5.45043 - 5.47043,299.243,31.5675,200.385,109.928,-0.712864,-4.44436,3.94334,-0.658458,37.6498,23.5588,11.1841,38.5092,29.105,62.7493,34.3345,38.2728,9.77808,40.2002,11.7503,4.37968,16.6651,22.5565,24.8318,51.2567,0.692616,32.1236,25.9835,42.7068,30.2272,32.1874,13.6846,14.3354
 5.43043 - 5.45043,1982.82,408.866,2492.53,1592.18,4.17066,0.386864,10.9394,5.92019,118.236,86.0782,56.6349,93.7825,82.1389,244.118,98.2944,406.651,49.7335,996.772,94.3626,19.9811,59.3139,63.5492,81.9455,184.123,175.273,294.334,171.627,332.416,139.115,323.35,113.955,483.272
 5.41043 - 5.43043,2450.71,379.602,3155.84,1686.66,28.5071,66.5815,43.8357,30.2853,1263.37,1286.84,825.234,151.776,147.394,423.802,166.268,982.55,869.112,2299.33,99.9836,20.1144,67.9611,57.9688,134.677,237.634,816.607,381.435,226.153,506.881,220.02,784.936,318.057,1265.2
 5.39043 - 5.41043,791.411,170.057,384.809,198.449,110.81,264.082,211.072,129.743,7551.36,7721.95,4073.13,182.934,214.763,348.473,228.459,2683,4204.77,5415.38,69.3875,56.3984,111.991,79.2953,110.774,242.113,1576.99,405.718,397.455,532.773,467.58,1856.11,994.866,2815.56
 5.37043 - 5.39043,785.43,151.036,473.842,243.352,71.0033,138.278,167.983,93.6356,6040.63,6035.61,2716.7,85.0585,114.303,341.299,122.966,1621.56,2689.2,3730.24,94.8997,46.8985,173.175,106.086,100.705,173.007,999.419,277.967,314.888,393.429,317.055,1385.29,611.738,2287.31
 5.35043 - 5.37043,501.725,72.4454,460.833,221.095,15.1763,-3.34004,35.2117,30.9921,678.254,666.895,280.817,23.4493,32.5219,726.931,28.15,157.475,216.715,348.69,78.4769,21.5196,151.229,104.332,305.378,144.615,347.905,37.5766,142.955,48.2668,23.9041,170.314,78.478,305.987
 5.33043 - 5.35043,271.994,32.9175,152.974,73.1057,4.97585,-12.3801,30.163,5.97749,212.88,190.639,94.9757,27.3943,29.7756,955.289,26.9936,49.0056,43.8522,78.6507,97.6695,27.2469,113.525,130.688,44.3755,158.494,204.552,10.0928,34.0745,12.7269,3.36694,55.6784,25.821,92.8826
 5.31043 - 5.33043,673.355,200.094,545.173,413.413,3.14825,-8.34224,47.6443,4.30918,90.805,96.5455,46.2401,26.6492,23.6541,477.585,29.3702,16.673,17.4575,29.3133,93.0099,18.2801,113.99,112.361,14.4312,75.0551,68.8055,7.13433,12.3572,6.1566,1.51516,18.4942,10.5364,44.2683
 5.29043 - 5.31043,1986.79,531.744,2826.45,1567.77,2.61292,-10.0828,50.2748,4.41689,44.2932,53.8107,27.8587,23.5421,16.3506,271.125,27.6098,7.64892,9.15817,6.5984,182.538,22.8259,258.629,150.143,7.10627,7.94843,33.4256,10.7197,8.60135,2.19343,1.11272,21.4877,3.19791,26.1854
 5.27043 - 5.29043,1276.58,202.422,2020.09,833.209,0.437871,-11.275,50.9058,4.79761,32.77,48.7509,26.7661,15.1367,5.62919,258.368,22.1269,7.85272,5.99778,4.60462,97.4984,16.6875,240.354,126.628,9.17599,-3.56102,31.4164,4.3454,6.17322,2.31659,2.74976,14.2407,1.39106,22.7417
 5.25043 - 5.27043,121.179,22.2943,223.881,88.2082,9.80235,-1.82037,24.6621,23.131,147.823,182.646,94.4556,20.301,9.82398,179.203,31.3145,50.399,62.9881,98.7431,94.9398,84.7843,183.175,200.623,5.07952,-3.41421,31.7658,29.7412,43.8447,40.3323,23.4811,86.8186,16.122,98.2322
 5.23043 - 5.25043,51.2821,52.3203,45.1135,15.7477,0.366664,-12.4969,17.1778,10.412,77.0551,76.5757,29.7581,25.7364,14.6905,156.045,35.7831,6.16785,37.4438,-6.05418,1395.72,930.012,2411.45,1694.88,53.4959,180.475,615.609,2.23079,12.9979,7.11452,3.60729,833.807,9.33826,1091.89
 5.21043 - 5.23043,57.7812,12.0344,26.9706,8.05875,-0.9325,-9.97888,16.6062,8.23046,45.4958,42.107,21.1207,14.1575,9.33853,86.7603,22.3888,6.57157,8.77483,-0.421817,175.94,72.7451,310.921,252.692,3.151,8.20506,84.5496,12.1409,16.5696,10.8365,11.9585,65.0097,3.11352,87.6963
 5.19043 - 5.21043,137.303,30.7346,143.678,76.8515,22.7526,22.4229,33.1726,30.2712,162.513,182.453,82.3221,32.4258,14.0684,89.7489,41.0026,72.8323,61.2539,149.444,153.342,137.481,258.992,290.739,34.6644,-1.22032,45.2964,103.898,65.8042,116.041,98.6311,192.509,20.957,180.868
 5.17043 - 5.19043,410.253,118.513,271.921,163.411,45.9924,47.9252,96.2914,51.7692,162.877,164.104,66.5696,41.9533,22.809,120.376,50.5658,88.7119,69.0506,244.771,1577.4,935.382,3861.54,2559.6,97.9,151.392,609.451,280.892,104.676,333.532,281.63,2591.47,35.0268,3110.88
 5.15043 - 5.17043,155.778,34.8706,111.476,63.7944,15.6871,4.29535,37.4106,19.3541,135.05,154.721,70.6408,43.4577,29.9818,111.841,46.0198,62.4346,59.6645,151.104,389.603,226.392,674.538,507.294,43.7988,11.9781,107.307,92.8165,51.656,118.731,82.0328,501.675,20.1657,583.387
 5.13043 - 5.15043,97.1452,48.3599,52.7194,29.7246,9.09604,-0.854477,12.1456,11.4509,190.86,197.243,87.6725,220.135,180.153,525.595,204.698,74.8568,91.0322,153.039,815.941,557.57,1694.78,1303.18,86.4552,119.183,443.101,32.9288,36.8882,44.0958,22.0118,889.983,34.9482,1073.52
 5.11043 - 5.13043,149.28,103.456,30.5115,16.497,3.33759,-9.20036,14.9648,7.11266,152.797,124.436,55.2303,642.327,513.914,1377.86,567.024,62.6374,66.2671,116.318,2031.18,1157.31,5565.56,3651.88,344.502,643.139,2322.84,21.7057,23.361,26.1724,13.8529,4642.08,51.2606,5318.24
 5.09043 - 5.11043,159.192,92.6048,23.2778,11.4843,2.47863,-4.52844,30.3712,9.65965,96.309,59.9606,32.3621,1369.55,1096.49,3038.12,1169.87,67.1835,46.1807,117.857,1416.49,794.182,3961.48,2655.99,592.863,1123.25,3992.09,23.7716,24.8849,18.5893,15.8924,2793.75,73.9108,3381.34
 5.07043 - 5.09043,113.259,82.0854,19.7093,14.9946,4.74457,-4.63043,20.4702,19.055,81.3302,54.5429,38.561,1420.51,1132.34,3215.18,1232.46,55.6769,39.4135,114.96,1010.95,710.027,3115.4,1731.52,446.331,887.964,3007.5,13.3605,9.75659,8.59301,14.9676,2588.3,87.5384,3024.69
 5.05043 - 5.07043,78.4025,142.534,67.2702,114.837,10.5537,3.13935,21.4985,133.974,183.171,188.111,155.307,957.551,780.476,2308.85,913.819,84.4008,81.0941,196.781,1452.34,712.465,3591.51,2262.06,220.488,538.767,1864.78,40.2387,53.5901,51.7222,76.8381,1659.74,160.139,2197.77
 5.03043 - 5.05043,55.8461,366.895,38.7739,358.836,0.553786,-11.9294,11.5653,514.151,80.9816,63.9065,335.476,248.58,367.527,694.053,710.336,25.1475,48.4303,43.8678,870.875,784.223,800.262,1038.91,188.559,317.815,485.586,13.9216,50.3459,14.7637,198.483,432.516,403.582,610.994
 5.01043 - 5.03043,71.9774,723.291,87.7155,842.052,13.0779,4.37987,25.1698,1206.4,165.655,182.398,802.593,51.7868,438.034,177.548,1212.76,60.9105,78.7389,127.839,582.625,281.739,2137.43,1765.97,306.739,476.93,476.032,39.809,144.766,58.0652,460.81,510.908,862.328,824.668
 4.99043 - 5.01043,41.0068,926.771,158.74,1140.23,29.2728,28.8932,26.2095,1604.31,345.703,410.835,1140.97,44.8276,548.232,78.0926,1562.43,134.389,164.389,316.618,91.2809,154.846,423.114,1116.42,380.552,528.904,108.892,84.9406,235.804,116.261,623.652,127.565,1114.54,254.625
 4.97043 - 4.99043,37.9149,685.211,58.719,826.104,17.2526,22.0904,45.8147,1211.54,185.811,209.628,794.475,18.7618,403.189,67.1733,1171.34,62.3933,75.818,147.368,55.2285,110.344,234.101,820.697,281.336,418.357,60.0586,30.7411,137.006,50.7886,445.218,73.7568,826.476,151.405
 4.95043 - 4.97043,26.32,284.792,34.6358,354.645,4.97223,-4.55019,59.8863,516.269,140.057,152.09,379.443,10.4823,170.412,53.5289,497.595,51.3749,72.6048,120.792,16.6971,41.3336,105.259,329.983,108.646,194.1,42.6057,6.906,47.8299,9.34152,179.147,35.8669,345.354,105.078
 4.93043 - 4.95043,51.0334,67.9867,163.011,135.058,7.96158,-5.12773,165.111,120.923,45.9393,57.1918,86.8092,24.6858,48.3786,150.572,134.131,20.8708,1.34281,47.436,40.7755,36.8198,215.873,125.279,27.2466,60.8106,87.6044,3.54364,13.4747,5.21142,34.6121,38.9402,66.9323,93.9495
 4.91043 - 4.93043,40.8743,7.90379,27.2612,14.5601,3.83994,-6.71921,73.9434,20.4323,-7.12624,6.99913,11.7194,23.2762,12.7644,52.1235,35.2237,-7.46984,-21.3457,-25.4842,42.2755,25.122,126.131,49.4353,-5.40984,21.5872,30.9656,-1.51759,0.655982,0.622007,-3.14045,22.6989,19.8182,62.0738
 4.89043 - 4.91043,58.8907,1.5036,11.0479,4.86776,6.75832,21.6842,31.4032,20.5932,-13.6287,-13.5651,-4.75364,33.0958,17.9863,42.7628,36.4719,-9.25739,-22.1497,-26.291,20.7493,13.348,140.142,37.5389,-3.94355,12.8972,18.4771,-2.08793,0.287798,3.18279,-4.34095,-6.62405,-2.39196,29.674
 4.87043 - 4.89043,36.2434,-1.00403,14.6355,5.36128,0.932699,-4.17389,32.113,14.0146,10.6066,16.8206,11.2588,19.4762,7.04762,41.0266,26.4312,-6.12603,-4.7171,-0.960867,8.48848,3.07392,65.72,4.37173,-2.57923,12.3133,26.4825,-1.36424,-0.0973512,5.30971,-0.66335,15.1061,2.48844,42.8151
 4.85043 - 4.87043,56.9334,-0.612113,47.7157,8.045,13.9661,47.5132,56.7432,28.8333,4.74895,-5.34814,2.02734,49.666,30.257,84.9417,53.108,-8.83114,-9.96938,-31.0205,25.771,14.471,111.529,33.8911,8.14796,16.2469,45.4765,-3.25564,-3.77821,-1.41989,-4.12452,26.2115,-7.23966,68.7206
